Time (sec),Calculated Load (g/rev),CL Fuel Target (AFR),Comm Fuel Final (AFR),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Intake Temp Manifold (F),MAF Corr. (g/s),Boost (psi),Oil Temp (F),Req. Torque (Nm),TD Boost Error (psi),TGV Map Ratio (mult),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Baro. Pressure (psi),Coolant Temp (F),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (F),MAF Volt. (V),RPM (RPM),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-17285][2019 USDM WRX MT COBB Custom Features][Reflash: Stage1+BigSF 91 v302.ptm - Realtime: Stage1+BigSF 91 v302.ptm]
7.121,2.19,11.84,11.13,1.000,0.00,0.00,2052,2163,3,84,188.00,11.10,201,281.73,-0.35,1.000,0.00,0.00,11.05,61.6,14.07,192,6.50,23.31,68,3.86,5217,99.6,16.86,0
7.195,2.17,11.77,11.13,1.000,0.00,0.00,2160,2163,3,84,191.76,10.23,201,281.54,-0.24,1.000,0.00,0.00,11.00,61.6,14.07,192,6.50,23.53,68,3.86,5258,99.6,17.25,0
7.254,2.20,11.82,11.10,1.000,0.00,0.00,2230,2163,3,84,193.44,11.11,201,281.05,-0.97,1.000,0.00,0.00,11.06,61.2,14.07,192,6.50,23.57,68,3.86,5261,99.6,16.86,0
7.314,2.15,11.79,11.13,1.000,0.00,0.00,2269,2163,3,86,189.29,10.09,201,281.05,-0.23,1.000,0.00,0.00,11.05,61.2,14.07,192,6.50,22.51,68,3.88,5291,99.6,16.47,0
7.376,2.13,11.73,11.13,1.000,0.00,0.00,2198,2163,3,86,189.17,10.30,201,280.62,-1.40,1.000,0.00,0.00,11.10,61.2,14.07,192,6.50,22.64,68,3.86,5318,99.6,16.86,0
7.437,2.16,11.78,11.07,1.000,0.00,0.00,2220,2163,3,86,191.84,9.90,201,280.15,-1.30,1.000,0.00,0.00,10.95,60.8,14.07,192,7.00,22.69,68,3.86,5318,99.6,16.47,0
7.499,2.12,11.74,11.13,1.000,0.00,0.00,2255,2163,3,86,189.96,10.24,201,280.73,-1.37,1.000,0.00,0.00,11.00,61.6,14.07,192,6.50,22.70,68,3.88,5351,99.6,16.08,0
7.553,2.12,11.69,11.10,1.000,0.00,0.00,2217,2163,3,86,190.89,10.23,201,280.23,-1.39,1.000,0.00,0.00,11.13,61.2,14.07,192,6.50,22.96,68,3.90,5388,99.6,16.47,0
7.622,2.15,11.69,11.10,1.000,0.00,0.00,2200,2163,3,86,195.01,9.68,201,280.39,-0.37,1.000,0.00,0.00,11.04,61.2,14.07,192,7.00,24.11,68,3.90,5385,99.6,16.08,0
7.694,2.09,11.65,11.10,1.000,0.00,0.00,2196,2163,3,86,190.23,10.95,201,280.01,-0.92,1.000,0.00,0.00,11.00,61.2,14.07,192,6.50,24.16,68,3.92,5416,99.6,15.29,0
7.759,2.12,11.68,11.00,1.000,0.00,0.00,2206,2163,3,86,193.27,10.33,201,280.00,-0.02,1.000,0.00,0.00,11.06,61.6,14.07,192,6.50,23.25,68,3.84,5450,99.6,16.08,0
7.814,2.13,11.74,11.04,1.000,0.00,0.00,2214,2163,3,86,194.50,9.78,201,279.79,-0.78,1.000,0.00,0.00,10.95,61.2,14.07,192,7.00,24.39,68,3.94,5447,99.6,14.90,0
7.873,2.13,11.68,11.00,1.000,0.00,0.00,2219,2163,3,86,195.32,11.01,201,279.52,-0.50,1.000,0.00,0.00,11.02,61.2,14.07,192,7.00,23.34,68,3.90,5482,99.6,15.29,0
7.944,2.09,11.63,10.97,1.000,0.00,0.00,2240,2163,3,86,193.84,9.46,201,279.44,-0.13,1.000,0.00,0.00,10.97,61.2,14.07,192,7.00,23.51,68,3.88,5511,99.6,15.69,0
8.004,2.13,11.65,10.97,1.000,0.00,0.00,2199,2163,3,86,195.12,9.46,201,279.44,-0.30,1.000,0.00,0.00,10.90,61.2,14.07,192,6.50,24.69,68,3.86,5511,99.6,15.29,0
8.069,2.12,11.57,10.97,1.000,0.00,0.00,2259,2163,3,86,195.76,9.66,201,279.39,0.22,1.000,0.00,0.00,10.85,61.6,14.07,192,7.00,23.65,68,3.90,5551,99.6,15.29,0
8.126,2.11,11.59,10.97,1.000,0.00,0.00,2229,2163,3,86,197.50,10.86,201,278.80,-0.93,1.000,0.00,0.00,10.92,61.2,14.07,192,7.00,23.70,68,3.90,5567,99.6,14.90,0
8.186,2.11,11.63,10.94,1.000,0.00,0.00,2165,2163,3,86,195.61,9.73,201,278.81,-0.20,1.000,0.00,0.00,10.96,61.2,14.07,192,7.00,23.81,68,3.94,5580,99.6,15.29,0
8.248,2.12,11.59,10.94,1.000,0.00,0.00,2080,2163,3,86,199.13,10.65,202,278.55,-0.83,1.000,0.00,0.00,10.89,61.2,14.07,192,7.00,23.85,68,3.92,5600,99.6,15.29,0
8.304,2.11,11.54,10.91,1.000,0.00,0.00,2238,2163,3,88,198.73,9.93,202,278.52,0.13,1.000,0.00,0.00,10.84,61.2,14.07,192,6.50,23.95,68,3.94,5620,99.6,15.29,0
8.364,2.12,11.54,10.91,1.000,0.00,0.00,2164,2163,3,88,198.93,9.37,202,278.23,-0.92,1.000,0.00,0.00,10.81,61.2,14.07,192,6.50,24.04,68,3.94,5644,99.6,14.51,0
8.443,2.13,11.55,10.91,1.000,0.00,0.00,2180,2163,3,88,203.40,9.49,202,278.55,-0.05,1.000,0.00,0.00,10.85,61.6,14.07,192,6.50,25.38,68,3.92,5665,99.6,13.73,0
8.498,2.13,11.46,10.94,1.000,0.00,0.00,2178,2163,3,88,200.85,10.47,202,278.26,-0.89,1.000,0.00,0.00,10.79,61.2,14.07,192,6.50,25.39,68,3.94,5671,99.6,14.90,0
8.558,2.12,11.41,10.94,1.000,0.00,0.00,2148,2163,3,88,201.83,9.36,202,277.89,-0.13,1.000,0.00,0.00,10.71,61.2,14.07,192,6.50,25.50,68,3.92,5706,99.6,14.51,0
8.618,2.12,11.46,10.94,1.000,0.00,0.00,2216,2163,3,88,202.94,9.39,202,276.93,-0.51,1.000,0.00,0.00,10.84,60.8,14.07,192,6.50,24.36,68,3.96,5723,99.6,13.73,0
8.671,2.07,11.46,10.97,1.000,0.00,0.00,2127,2163,3,88,200.66,9.95,202,276.66,-1.38,1.000,0.00,0.00,10.64,60.8,14.07,192,6.50,24.39,68,3.96,5727,99.6,13.73,0
8.751,2.12,11.47,10.94,1.000,0.00,0.00,2131,2163,3,88,202.56,9.22,202,276.98,0.04,1.000,0.00,0.00,10.77,61.2,14.07,192,6.50,24.57,66,3.94,5766,99.6,13.73,0
8.806,2.09,11.49,10.97,1.000,0.00,0.00,2105,2163,3,88,201.66,10.45,202,277.20,-1.20,1.000,0.00,0.00,10.83,61.2,14.07,192,6.50,24.60,68,3.94,5783,99.6,13.33,0
8.866,2.08,11.57,10.97,1.000,0.00,0.00,2164,2163,3,88,200.01,9.26,202,277.20,-0.33,1.000,0.00,0.00,10.82,61.2,14.07,192,6.50,24.64,66,3.96,5783,99.6,13.33,0
8.928,2.07,11.48,10.97,1.000,0.00,0.00,2136,2163,3,88,200.41,9.82,202,276.60,-0.37,1.000,0.00,0.00,10.87,61.2,14.07,192,6.50,24.72,68,3.94,5816,99.6,12.94,0
8.981,2.07,11.43,11.00,1.000,0.00,0.00,2123,2163,3,88,202.16,9.91,202,274.74,-1.26,1.000,0.00,0.00,10.88,60.0,14.07,192,7.00,24.87,68,3.94,5827,99.6,11.76,0
9.063,2.08,11.48,10.97,1.000,0.00,0.00,2285,2163,3,88,202.10,9.91,202,259.66,-1.58,1.000,0.00,0.00,10.80,52.2,14.07,192,6.50,24.92,66,3.94,5841,99.6,7.84,0
9.131,1.98,11.49,11.13,1.000,0.00,0.00,2151,2163,3,88,193.77,9.34,202,246.44,-2.56,1.000,0.00,0.00,10.85,45.1,14.07,192,8.00,25.01,68,3.92,5863,47.5,1.96,0
9.217,1.97,11.57,11.13,1.000,0.00,0.00,2168,2163,3,90,192.63,7.96,202,248.01,-1.77,1.000,0.00,0.00,10.82,45.9,14.07,192,8.00,23.79,68,3.88,5874,48.2,2.35,0
9.262,1.94,11.65,11.17,1.000,0.00,0.00,2169,2163,3,90,191.39,7.55,202,247.65,-1.27,1.000,0.00,0.00,10.90,45.9,14.07,192,8.00,22.67,66,3.82,5904,48.6,4.31,0
9.342,1.93,11.67,11.23,1.000,0.00,0.00,2225,2163,3,90,189.74,7.60,202,247.05,-1.19,1.000,0.00,0.00,10.91,45.5,14.07,192,8.50,22.67,68,3.90,5904,48.2,4.31,0
9.411,1.87,11.78,11.30,1.000,0.00,0.00,2126,2163,3,90,186.36,7.65,202,248.01,-1.30,1.000,0.00,0.00,10.90,46.3,14.07,192,8.50,22.73,68,3.84,5933,48.2,4.31,0
9.465,1.87,11.74,11.33,1.000,0.00,0.00,2150,2163,3,90,185.86,7.62,202,251.11,-0.99,1.000,0.00,0.00,10.97,47.8,14.07,192,8.50,22.84,68,3.82,5948,50.6,5.49,0
9.524,1.86,11.80,11.30,1.000,0.00,0.00,2214,2163,3,90,185.45,7.09,202,250.74,-0.54,1.000,0.00,0.00,11.07,47.8,14.07,192,9.00,21.55,68,3.84,5952,50.6,5.49,0
9.584,1.84,11.77,11.37,1.000,0.00,0.00,2253,2163,3,90,183.50,6.62,202,249.95,-0.30,1.000,0.00,0.00,10.96,47.5,14.07,192,9.00,21.64,68,3.80,5975,49.8,5.49,0
9.645,1.85,11.80,11.37,1.000,0.00,0.00,2270,2163,3,90,184.85,6.54,202,253.44,0.20,1.000,0.00,0.00,10.99,49.4,14.07,192,9.00,21.68,68,3.84,5990,50.2,5.88,0
9.706,1.91,11.66,11.23,1.000,0.00,0.00,2261,2163,3,90,191.47,7.22,202,255.14,-0.22,1.000,0.00,0.00,11.08,50.2,14.07,192,8.50,23.03,68,3.90,6002,72.9,6.67,0
9.766,1.94,11.66,11.20,1.000,0.00,0.00,2276,2163,3,90,195.48,7.43,202,253.36,-0.49,1.000,0.00,0.00,10.92,49.4,14.07,192,8.50,23.03,68,3.86,6013,73.7,6.67,0
9.826,1.93,11.60,11.23,1.000,0.00,0.00,2253,2163,3,90,193.81,7.77,202,252.18,-0.89,1.000,0.00,0.00,10.87,48.6,14.07,192,9.00,23.14,68,3.90,6025,67.1,5.49,0
9.905,1.95,11.63,11.20,1.000,0.00,0.00,2232,2163,3,90,200.01,8.47,202,252.32,-1.41,1.000,0.00,0.00,10.98,49.0,14.07,192,8.50,23.12,68,3.86,6037,69.0,5.10,0
9.944,1.95,11.46,11.20,1.000,0.00,0.00,2188,2163,3,90,198.81,8.98,202,252.35,-2.04,1.000,0.00,0.00,11.02,49.0,14.07,192,8.50,24.55,68,3.94,6064,87.8,3.53,0
10.005,1.98,11.44,11.17,1.000,0.00,0.00,2089,2163,3,90,197.67,9.59,202,251.82,-2.78,1.000,0.00,0.00,11.09,48.6,14.07,192,8.50,24.61,68,3.94,6068,99.6,2.75,0
10.060,1.98,11.44,11.17,1.000,0.00,0.00,2101,2163,3,90,200.51,9.67,202,251.45,-2.83,1.000,0.00,0.00,10.96,48.6,14.07,192,8.00,24.61,68,3.98,6072,99.6,1.57,0
10.132,2.03,11.44,11.10,1.000,0.00,0.00,2119,2163,3,90,203.69,9.11,203,250.38,-2.45,1.000,0.00,0.00,10.97,48.2,14.07,192,8.00,24.72,68,3.94,6099,99.6,1.96,0
10.202,1.98,11.39,11.17,1.000,0.00,0.00,2214,2163,3,90,203.35,8.64,203,250.57,-1.89,1.000,0.00,0.00,10.84,48.2,14.07,192,9.00,24.75,68,4.00,6119,99.6,2.75,0
10.283,1.99,11.39,11.13,1.000,0.00,0.00,2112,2163,3,90,204.78,9.27,203,250.26,-2.25,1.000,0.00,0.00,10.97,48.2,14.07,192,9.00,24.84,68,3.98,6127,99.6,3.14,0
10.353,1.98,11.39,11.17,1.000,0.00,0.00,2270,2163,3,90,204.11,9.73,203,249.53,-2.96,1.000,0.00,0.00,10.89,47.8,14.07,192,9.00,23.59,68,3.94,6143,99.6,0.39,0
10.397,1.99,11.41,11.13,1.000,0.00,0.00,2204,2163,3,90,203.33,9.04,203,246.44,-2.49,1.000,0.00,0.00,10.92,46.3,14.07,192,9.00,23.62,68,3.94,6152,99.6,0.78,0
10.468,1.93,11.38,11.23,1.000,0.00,0.00,2120,2163,3,91,193.37,7.26,203,190.39,-4.89,1.000,0.00,0.00,10.91,20.4,14.07,192,9.50,23.70,68,3.84,6172,36.1,0.00,0
10.523,1.33,12.70,11.76,1.000,0.00,0.00,1584,438,3,91,131.85,2.38,203,134.39,-4.79,1.000,0.00,0.00,10.84,0.0,14.07,192,16.00,20.98,68,3.60,6164,29.4,0.00,0
10.594,0.94,12.88,12.34,1.000,0.00,0.00,633,438,3,91,93.18,-2.78,203,78.39,-2.71,1.000,0.00,0.00,12.38,0.0,14.07,192,17.00,20.93,68,2.86,6119,22.0,0.00,0
10.663,0.66,12.88,12.26,1.000,0.00,0.00,527,438,3,90,64.53,-6.48,203,29.39,-1.80,1.000,0.00,0.00,11.56,0.0,14.07,192,16.00,14.38,68,2.28,6131,16.5,0.00,0
10.734,0.39,12.88,12.38,1.000,0.00,0.00,494,438,3,90,35.50,-9.61,203,0.00,-0.68,1.000,0.00,0.00,11.50,0.0,14.07,192,16.00,9.10,68,1.42,6096,9.4,0.00,0
10.794,0.21,12.61,12.63,1.000,0.00,0.00,327,438,3,90,20.04,-10.59,203,0.00,0.30,1.000,0.00,0.00,11.97,0.0,14.07,192,16.00,9.01,68,1.30,5998,9.4,0.00,0
10.863,0.14,12.78,12.76,1.000,0.00,0.00,333,438,3,90,14.24,-11.29,203,0.00,1.14,1.000,0.00,0.00,13.12,0.0,14.07,192,16.50,8.81,68,1.30,5881,9.4,0.00,0
10.934,0.12,12.91,12.89,1.000,0.00,0.00,325,438,3,88,12.20,-11.63,203,0.00,1.44,1.000,0.00,0.00,14.19,0.0,14.07,192,16.50,8.60,68,1.24,5759,9.0,0.00,0
11.004,0.12,13.09,13.07,1.000,0.00,0.00,302,438,3,88,10.82,-11.81,203,0.00,1.56,1.000,0.00,0.00,16.11,0.0,14.07,192,17.00,8.48,68,1.32,5634,9.0,0.00,0
11.064,0.10,13.18,13.16,1.000,0.00,0.00,394,438,0,88,9.96,-11.75,203,0.00,1.48,1.000,0.00,0.00,18.96,0.0,14.07,192,17.00,8.26,68,1.32,5521,9.0,0.00,0
11.124,0.10,13.25,13.25,1.000,0.00,0.00,276,438,4,88,9.30,-11.92,203,0.00,1.53,1.000,0.00,0.00,21.52,0.0,14.07,192,17.00,8.15,68,1.34,5413,9.0,0.00,0
11.193,0.09,13.25,13.25,1.000,0.00,0.00,297,438,4,88,8.79,-11.91,203,0.00,1.55,1.000,0.00,0.00,22.20,0.0,14.07,192,17.00,7.95,68,1.38,5279,8.6,0.00,0
11.273,0.09,13.36,13.25,1.000,0.00,0.00,319,438,4,88,8.66,-11.95,203,0.00,1.49,1.000,0.00,0.00,22.20,0.0,14.07,192,17.00,7.73,68,1.38,5154,8.6,0.00,0
11.328,0.09,13.70,13.25,1.000,0.00,0.00,334,438,4,88,8.52,-11.90,203,0.00,1.39,1.000,0.00,0.00,22.20,0.0,14.07,192,17.00,7.62,68,1.32,5048,8.6,0.00,0
11.386,0.09,13.93,13.25,1.000,0.00,0.00,350,438,4,88,8.41,-11.89,203,0.00,1.33,1.000,0.00,0.00,22.20,0.0,14.07,192,17.00,7.41,68,1.36,4945,8.2,0.00,0
11.446,0.09,14.15,13.25,1.000,0.00,0.00,365,438,4,88,8.18,-12.00,203,0.00,1.38,1.000,0.00,0.00,22.20,0.0,14.07,192,17.00,7.31,68,1.24,4842,8.2,0.00,0
11.510,0.09,14.19,13.25,1.000,0.00,0.00,377,438,4,88,8.04,-11.90,203,1.26,1.30,1.000,0.00,0.00,22.20,0.0,14.07,192,17.00,7.11,68,1.30,4747,8.2,0.00,0
11.561,0.10,14.22,13.25,1.000,0.00,0.00,388,438,4,88,8.04,-12.02,203,1.26,1.28,1.000,0.00,0.78,22.20,0.0,14.07,192,17.00,7.01,68,1.30,4643,8.2,0.00,0
11.635,0.10,14.05,13.25,1.000,0.00,0.00,312,438,4,88,8.04,-11.85,203,3.81,1.20,1.000,0.00,2.34,22.20,2.0,14.07,192,27.00,6.82,68,1.34,4533,8.2,0.00,0
11.695,0.10,14.06,13.25,1.000,0.00,0.00,357,438,4,88,8.22,-11.99,203,5.12,1.28,1.000,0.00,3.12,22.20,3.1,14.07,192,33.50,1.92,68,1.34,4494,8.2,0.00,0
11.765,0.10,14.06,13.25,1.000,0.00,0.00,370,438,4,88,8.41,-12.05,203,6.08,1.40,1.000,0.00,3.12,22.20,3.9,14.07,192,33.50,1.91,68,1.36,4447,8.6,0.00,0
11.821,0.10,14.08,13.25,1.000,0.00,0.00,400,438,4,88,8.52,-12.14,203,6.18,1.44,1.000,0.00,3.12,22.20,3.9,14.07,192,33.50,1.88,68,1.36,4414,8.6,0.00,0
11.896,0.12,14.12,13.30,1.000,0.00,0.00,373,438,4,88,8.64,-12.11,203,5.95,1.42,1.000,0.00,3.12,22.20,3.9,14.07,192,33.50,1.87,68,1.34,4393,8.2,0.00,0
11.981,0.12,14.12,13.30,1.000,0.00,0.00,393,438,4,88,8.66,-12.14,203,5.65,1.40,1.000,0.00,3.12,22.20,3.5,14.07,192,33.50,1.87,68,1.34,4395,8.2,0.00,0
12.038,0.12,14.08,13.25,1.000,0.00,0.00,350,438,4,88,8.73,-12.11,203,6.04,1.43,1.000,0.00,3.12,22.20,3.9,14.07,192,33.50,1.88,68,1.32,4410,8.6,0.00,0
12.092,0.12,14.06,13.25,1.000,0.00,0.00,382,438,4,88,8.83,-12.13,203,5.70,1.45,1.000,0.00,3.12,20.70,3.5,14.07,192,33.50,1.90,68,1.32,4458,8.2,0.00,0
12.184,0.12,14.05,13.25,1.000,0.00,0.00,402,438,4,88,8.96,-12.14,203,5.50,1.49,1.000,0.00,3.12,18.27,3.5,14.07,192,33.50,1.93,68,1.34,4514,8.6,0.00,0
12.241,0.12,14.06,13.25,1.000,0.00,0.00,397,438,4,90,9.00,-12.12,203,5.65,1.45,1.000,0.00,3.12,16.42,3.5,14.07,192,33.50,1.92,68,1.34,4477,8.2,0.00,0
12.316,0.12,14.06,13.25,1.000,0.00,0.00,388,438,4,90,9.01,-12.14,203,5.29,1.46,1.000,0.00,3.12,15.02,3.5,14.07,192,33.50,1.91,68,1.34,4483,8.2,0.00,0
12.372,0.12,14.06,14.04,1.000,0.00,0.00,351,438,4,90,9.03,-12.14,203,5.39,1.45,1.000,1.56,3.12,14.42,3.5,14.07,192,33.50,1.91,68,1.36,4473,8.2,0.00,0
12.455,0.12,14.06,14.04,1.000,0.00,0.00,403,438,4,90,9.05,-12.14,203,4.70,1.40,1.000,0.00,3.12,13.83,2.7,14.07,192,33.50,1.90,68,1.32,4454,8.2,0.00,0
12.501,0.12,14.06,14.04,1.000,0.00,0.00,426,438,4,90,9.01,-12.08,203,3.38,1.32,1.000,-2.34,3.12,13.52,1.2,14.07,192,33.50,1.91,68,1.34,4466,8.2,0.00,0
12.579,0.12,14.08,14.04,1.000,0.00,0.00,419,438,4,90,8.80,-12.09,203,0.00,1.10,1.000,-3.12,3.12,13.36,0.0,14.07,192,32.50,1.89,68,1.32,4435,7.8,0.00,0
12.639,0.10,14.10,13.25,1.000,0.00,0.00,421,438,4,90,8.61,-12.14,203,0.00,1.14,1.000,0.00,3.12,13.24,0.0,14.07,192,31.50,1.89,68,1.26,4445,7.8,0.00,0
12.692,0.10,14.16,13.25,1.000,0.00,0.00,433,438,4,90,8.56,-12.14,203,0.00,1.13,1.000,0.00,3.12,13.13,0.0,14.07,192,30.00,1.89,68,1.26,4428,7.8,0.00,0
12.761,0.10,14.25,13.25,1.000,0.00,0.00,384,438,4,90,8.55,-12.11,203,0.00,1.09,1.000,0.00,3.12,13.08,0.0,14.07,192,28.50,1.89,68,1.24,4433,7.8,0.00,0
12.835,0.10,14.29,13.25,1.000,0.00,0.00,426,438,4,90,8.54,-12.14,203,0.00,1.11,1.000,0.00,3.12,13.29,0.0,14.07,192,26.50,1.89,68,1.28,4416,7.8,0.00,0
12.892,0.10,14.29,13.25,1.000,0.00,0.00,423,438,4,90,8.52,-12.14,203,0.00,1.09,1.000,0.00,3.12,13.42,0.0,14.07,192,24.00,1.88,68,1.26,4407,7.8,0.00,0
12.966,0.10,14.29,13.25,1.000,0.00,0.00,419,438,4,90,8.51,-12.12,203,0.00,1.10,1.000,0.00,3.12,13.69,0.0,14.07,192,23.00,1.88,68,1.26,4416,7.8,0.00,0
13.025,0.10,14.64,13.25,1.000,0.00,0.00,429,438,4,90,8.49,-12.14,204,0.00,1.09,0.733,0.00,3.12,13.88,0.0,14.07,192,21.00,1.88,68,1.26,4401,7.8,0.00,0
13.081,0.10,14.64,13.30,1.000,0.00,0.00,441,438,4,90,8.46,-12.14,204,0.00,1.09,0.613,0.00,3.12,14.27,0.0,14.07,192,20.00,1.88,68,1.30,4395,7.8,0.00,0
13.164,0.10,14.64,13.30,1.000,0.00,0.00,451,438,4,90,8.39,-11.89,204,0.00,0.87,0.000,0.00,3.12,15.06,0.0,14.07,192,18.00,1.88,68,1.28,4387,7.8,0.00,0
13.219,0.10,14.64,13.44,1.000,0.00,0.00,457,438,4,90,8.28,-11.71,204,0.00,0.83,0.000,0.00,3.12,16.59,0.0,14.07,192,17.00,1.85,68,1.26,4334,7.8,0.00,0
13.278,0.10,14.64,13.44,1.000,0.00,0.00,462,438,4,90,8.32,-11.71,204,0.00,0.67,0.000,0.00,3.12,18.32,0.0,14.07,192,17.00,1.84,70,1.24,4340,7.8,0.00,0
13.337,0.10,14.64,13.39,1.000,0.00,0.00,472,438,4,90,8.36,-11.56,204,0.00,0.55,0.000,0.00,3.12,21.81,0.0,14.07,192,17.00,1.86,70,1.26,4360,7.8,0.00,0
13.396,0.10,14.64,13.34,1.000,0.00,0.00,478,438,4,90,8.30,-11.65,204,0.00,0.63,0.000,0.00,3.12,22.20,0.0,14.07,192,17.00,1.86,70,1.24,4348,7.8,0.00,0
13.469,0.10,14.64,13.34,1.000,0.00,0.00,488,438,4,91,8.21,-11.60,204,0.00,0.53,0.000,0.00,3.12,22.20,0.0,14.07,192,17.00,1.85,70,1.28,4328,7.8,0.00,0
13.524,0.10,14.64,13.30,1.000,0.00,0.00,494,438,4,91,8.25,-11.52,204,0.00,0.50,0.000,0.00,3.12,22.20,0.0,14.07,192,17.00,1.85,70,1.28,4324,7.8,0.00,0
13.584,0.10,14.64,13.30,1.000,0.00,0.00,504,438,4,91,8.23,-11.46,204,0.00,0.50,0.000,0.00,3.12,22.20,0.0,14.07,192,17.00,1.84,70,1.26,4300,7.8,0.00,0
13.652,0.10,14.41,13.25,1.000,0.00,0.00,510,438,4,91,8.19,-11.46,204,0.00,0.57,0.070,0.00,3.12,22.20,0.0,14.07,192,12.00,1.83,70,1.20,4283,7.8,0.00,0
13.741,0.10,14.41,13.20,1.000,0.00,0.00,520,438,4,91,8.19,-11.78,204,0.00,0.69,0.658,0.00,3.12,22.20,0.0,14.07,192,12.00,1.82,70,1.28,4277,7.8,0.00,0
13.798,0.10,14.41,13.16,1.000,0.00,0.00,526,438,4,91,8.21,-11.87,204,0.00,0.98,0.770,0.00,3.12,22.20,0.0,14.07,192,12.00,1.82,70,1.28,4265,7.8,0.00,0
13.866,0.10,14.41,13.16,1.000,0.00,0.00,531,438,4,91,8.24,-12.00,204,0.00,1.12,0.830,0.00,3.12,22.20,0.0,14.07,192,12.00,1.82,70,1.30,4257,7.8,0.00,0
13.926,0.12,14.45,13.11,1.000,0.00,0.00,536,438,4,91,8.25,-12.00,204,0.00,1.01,0.900,0.00,3.12,22.20,0.0,14.07,192,12.00,1.81,70,1.26,4236,7.8,0.00,0
13.986,0.12,14.45,13.11,1.000,0.00,0.00,546,438,4,91,8.26,-12.01,204,0.00,1.07,0.960,0.00,3.12,22.20,0.0,14.07,192,12.00,1.80,70,1.26,4223,7.8,0.00,0
14.045,0.12,14.45,13.07,1.000,0.00,0.00,552,438,4,91,8.29,-12.04,204,0.00,1.05,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.80,70,1.26,4219,7.8,0.00,0
14.104,0.12,14.45,13.02,1.000,0.00,0.00,556,438,4,91,8.26,-12.14,204,0.00,1.15,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.80,70,1.24,4200,7.8,0.00,0
14.162,0.12,14.49,13.02,1.000,0.00,0.00,563,438,4,91,8.21,-12.14,204,0.00,1.17,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.79,70,1.22,4185,7.8,0.00,0
14.231,0.12,14.49,12.98,1.000,0.00,0.00,568,438,4,91,8.19,-12.03,204,0.00,1.11,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.79,70,1.28,4183,7.8,0.00,0
14.306,0.12,14.49,12.93,1.000,0.00,0.00,573,438,4,91,8.07,-12.06,204,0.00,1.18,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.78,70,1.26,4154,7.8,0.00,0
14.362,0.12,14.53,12.93,1.000,0.00,0.00,579,438,4,91,8.13,-12.03,204,0.00,1.14,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.77,70,1.26,4139,7.8,0.00,0
14.431,0.12,14.53,12.89,1.000,0.00,0.00,585,438,4,91,8.23,-12.05,204,0.00,1.19,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.77,70,1.30,4145,7.8,0.00,0
14.506,0.12,14.53,12.84,1.000,0.00,0.00,594,438,4,91,8.22,-12.07,204,0.00,1.10,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.76,70,1.22,4123,7.8,0.00,0
14.564,0.12,14.53,12.84,1.000,0.00,0.00,600,438,4,91,8.15,-12.04,204,0.00,1.11,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.76,70,1.24,4106,7.8,0.00,0
14.653,0.12,14.57,12.80,1.000,0.00,0.00,605,438,4,91,8.12,-12.00,204,0.00,1.07,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.75,70,1.26,4097,7.8,0.00,0
14.719,0.12,14.57,12.80,1.000,0.00,0.00,610,438,4,91,8.01,-12.00,204,0.00,1.19,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.74,70,1.24,4067,7.8,0.00,0
14.774,0.12,14.57,12.80,1.000,0.00,0.00,616,438,4,91,8.03,-11.94,204,0.00,1.17,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.73,70,1.20,4060,7.8,0.00,0
14.846,0.12,14.57,12.80,1.000,0.00,0.00,621,438,4,91,8.01,-12.07,204,0.00,1.16,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.73,70,1.22,4058,7.8,0.00,0
14.902,0.12,14.61,12.80,1.000,0.00,0.00,626,438,4,93,7.98,-12.02,204,0.00,1.19,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.73,70,1.24,4043,7.8,0.00,0
14.973,0.12,14.61,12.80,1.000,0.00,0.00,632,438,4,93,7.99,-11.87,204,0.00,1.20,1.000,0.00,3.12,22.20,0.0,14.07,192,12.00,1.72,70,1.24,4027,7.8,0.00,0
